case,exposure,step,n_detected,threshold_used,area_sigma,margin
clean,0.0,84,6,0.07963032673155578,0.1342971579314292,1.6865076842414883
clean,0.0,85,6,0.07963032673155578,0.1342991925164361,1.6865332346202246
clean,0.0,86,6,0.07963032673155578,0.13430179737664455,1.6865659465318212
clean,0.0,87,6,0.07963032673155578,0.1343011252511876,1.6865575059604392
clean,0.0,88,6,0.07963032673155578,0.1343047305254274,1.686602781101052
clean,0.0,89,6,0.07963032673155578,0.13430665841154585,1.686626991551989
clean,0.0,90,6,0.07963032673155578,0.1343077808526377,1.6866410872004425
clean,0.0,91,6,0.07963032673155578,0.13431064971005272,1.6866771143967731
clean,0.0,92,6,0.07963032673155578,0.13431245473964903,1.686699782011869
clean,0.0,93,6,0.07963032673155578,0.1343124651559285,1.686699912819815
clean,0.0,94,6,0.07963032673155578,0.1343118574265202,1.6866922809359177
clean,0.0,95,6,0.07963032673155578,0.13431328627833722,1.6867102244993273
clean,0.0,96,6,0.07963032673155578,0.13431391291981543,1.686718093881558
clean,0.0,97,6,0.07963032673155578,0.13431746222154825,1.6867626661177713
clean,0.0,98,6,0.07963032673155578,0.13431737522333242,1.686761573591602
clean,0.0,99,6,0.07963032673155578,0.1343174075957476,1.6867619801253497
clean,0.0,100,6,0.07963032673155578,0.13432204940273337,1.6868202720748657
clean,0.0,101,6,0.07963032673155578,0.13431811442485117,1.6867708565061532
clean,0.0,102,6,0.07963032673155578,0.13431904243551393,1.6867825104915235
clean,0.0,103,6,0.07963032673155578,0.13432386791528894,1.6868431090093632
clean,0.0,104,6,0.07963032673155578,0.13432373216288856,1.6868414042267013
clean,0.0,105,6,0.07963032673155578,0.13432413264425558,1.6868464334835616
clean,0.0,106,6,0.07963032673155578,0.13432386882503483,1.6868431204339789
clean,0.0,107,6,0.07963032673155578,0.13431995189248327,1.6867939314790628
clean,0.0,108,6,0.07963032673155578,0.13432002342162577,1.6867948297441513
clean,0.0,109,6,0.07963032673155578,0.13432351319924943,1.68683865447484
clean,0.0,110,6,0.07963032673155578,0.13431897464079404,1.6867816591234246
clean,0.0,111,6,0.07963032673155578,0.13431976277620933,1.686791556551297
clean,0.0,112,6,0.07963032673155578,0.13431926580443862,1.6867853155650911
clean,0.0,113,6,0.07963032673155578,0.13432018341733784,1.6867968389750392
clean,0.0,114,6,0.07963032673155578,0.1343211179463038,1.686808574817454
clean,0.0,115,6,0.07963032673155578,0.1343209619869462,1.686806616275225
clean,0.0,116,6,0.07963032673155578,0.1343210623468951,1.6868078765984336
clean,0.0,117,6,0.07963032673155578,0.13432183197783276,1.6868175416465285
clean,0.0,118,6,0.07963032673155578,0.13432157093210698,1.6868142634265777
clean,0.0,119,6,0.07963032673155578,0.13432304323359556,1.6868327526322486
clean,0.0,120,6,0.07963032673155578,0.1343229104269905,1.6868310848429713
clean,0.0,121,6,0.07963032673155578,0.13432332354434637,1.686836272782954
clean,0.0,122,6,0.07963032673155578,0.13432274420870777,1.6868289974688573
clean,0.0,123,6,0.07963032673155578,0.13432266378198335,1.6868279874676715
clean,0.0,124,6,0.07963032673155578,0.13432234316517516,1.6868239611523046
clean,0.0,125,6,0.07963032673155578,0.13432202894819972,1.6868200152062267
clean,0.0,126,6,0.07963032673155578,0.13432197236947205,1.68681930468889
clean,0.0,127,6,0.07963032673155578,0.1343217825601453,1.6868169210577466
clean,0.0,128,6,0.07963032673155578,0.1343219645225043,1.6868192061464369
clean,0.0,129,6,0.07963032673155578,0.134321778337231,1.6868168680262638
clean,0.0,130,6,0.07963032673155578,0.13432147411601178,1.6868130476071888
clean,0.0,131,6,0.07963032673155578,0.13432119920194363,1.6868095952281839
clean,0.0,132,6,0.07963032673155578,0.13432104611536197,1.6868076727623604
clean,0.0,133,6,0.07963032673155578,0.13432136648488174,1.6868116959722719
clean,0.0,134,6,0.07963032673155578,0.13432138131299068,1.686811882184103
clean,0.0,135,6,0.07963032673155578,0.13432128852873404,1.6868107169966617
clean,0.0,136,6,0.07963032673155578,0.1343215983803669,1.686814608122638
clean,0.0,137,6,0.07963032673155578,0.13432113889913205,1.6868088379436912
clean,0.0,138,6,0.07963032673155578,0.13432112860810602,1.6868087087086818
clean,0.0,139,6,0.07963032673155578,0.13432100791821777,1.686807193081493
clean,0.0,140,6,0.07963032673155578,0.1343215404051213,1.6868138800677879
clean,0.0,141,6,0.07963032673155578,0.13432092420020778,1.6868061417482456
clean,0.0,142,6,0.07963032673155578,0.1343217088016838,1.686815994796804
clean,0.0,143,6,0.07963032673155578,0.13432115978718479,1.6868091002564758
clean,0.0,144,6,0.07963032673155578,0.1343215403846497,1.6868138798107049
clean,0.0,145,6,0.07963032673155578,0.13432108298712894,1.6868081357991014
clean,0.0,146,6,0.07963032673155578,0.13432155001651672,1.6868140007679762
clean,0.0,147,6,0.07963032673155578,0.13432114958824498,1.6868089721778878
clean,0.0,148,6,0.07963032673155578,0.13432150644544716,1.686813453601195
clean,0.0,149,6,0.07963032673155578,0.13432154854888878,1.686813982337461
clean,0.04,0,6,0.07963032673155578,0.08967774703640012,1.1261758015726284
clean,0.04,1,6,0.07963032673155578,0.09095829896681533,1.1422570106166665
clean,0.04,2,6,0.07963032673155578,0.09325124241536302,1.171051862310262
clean,0.04,3,6,0.07963032673155578,0.09556416469140566,1.200097608710874
clean,0.04,4,6,0.07963032673155578,0.09813503674257706,1.232382696022372
clean,0.04,5,6,0.07963032673155578,0.10139310992235723,1.273297675446776
clean,0.04,6,6,0.07963032673155578,0.09990071137818196,1.254556090356885
clean,0.04,7,6,0.07963032673155578,0.10347555830240937,1.2994491238399535
clean,0.04,8,6,0.07963032673155578,0.10666718888104007,1.3395297151125485
clean,0.04,9,6,0.07963032673155578,0.10936037684940915,1.373350849332532
clean,0.04,10,6,0.07963032673155578,0.111772499586542,1.4036423580596584
clean,0.04,11,6,0.07963032673155578,0.11381849520683474,1.4293360316168453
clean,0.04,12,6,0.07963032673155578,0.11564618979809428,1.4522882743901413
clean,0.04,13,6,0.07963032673155578,0.11721746906658012,1.4720204459506427
clean,0.04,14,6,0.07963032673155578,0.11864909610430231,1.4899988606637757
clean,0.04,15,6,0.07963032673155578,0.11993620584780798,1.5061624229187027
clean,0.04,16,6,0.07963032673155578,0.12121426760018762,1.5222123602332656
clean,0.04,17,6,0.07963032673155578,0.12239713249307738,1.53706681256871
clean,0.04,18,6,0.07963032673155578,0.12342384688791509,1.5499603223278613
clean,0.04,19,6,0.07963032673155578,0.12440282618395114,1.5622543733033936
clean,0.04,20,6,0.07963032673155578,0.12533843134795364,1.5740037306450574
clean,0.04,21,6,0.07963032673155578,0.12615842024039375,1.584301175426421
clean,0.04,22,6,0.07963032673155578,0.12688122530577203,1.5933781828310865
clean,0.04,23,6,0.07963032673155578,0.12759672235889907,1.602363416001598
clean,0.04,24,6,0.07963032673155578,0.12821004548432857,1.6100655459639313
clean,0.04,25,6,0.07963032673155578,0.12880930351487946,1.6175910460484788
clean,0.04,26,6,0.07963032673155578,0.12932083192516297,1.6240148349650803
clean,0.04,27,6,0.07963032673155578,0.1297972886343924,1.6299981924217894
clean,0.04,28,6,0.07963032673155578,0.13023834042990518,1.6355369339241268
clean,0.04,29,6,0.07963032673155578,0.13062969290644208,1.640451549907761
clean,0.04,30,6,0.07963032673155578,0.1309886680526836,1.6449595704192388
clean,0.04,31,6,0.07963032673155578,0.13130781878431327,1.6489674747532943
clean,0.04,32,6,0.07963032673155578,0.13160545571007873,1.6527052080765396
clean,0.04,33,6,0.07963032673155578,0.13190407765054177,1.6564553112435119
clean,0.04,34,6,0.07963032673155578,0.13216072458030695,1.6596782909837604
clean,0.04,35,6,0.07963032673155578,0.13229648549198936,1.6613831805309311
clean,0.04,36,6,0.07963032673155578,0.13248474914023572,1.6637474009978523
clean,0.04,37,6,0.07963032673155578,0.13268849708857952,1.6663060737637025
clean,0.04,38,6,0.07963032673155578,0.1328505266904831,1.6683408463001737
clean,0.04,39,6,0.07963032673155578,0.1329937181836747,1.6701390493098676
clean,0.04,40,6,0.07963032673155578,0.13312671905111123,1.6718092781397065
clean,0.04,41,6,0.07963032673155578,0.13324570058424146,1.6733034517543812
clean,0.04,42,6,0.07963032673155578,0.13335786736170396,1.6747120454656772
clean,0.04,43,6,0.07963032673155578,0.13345867219178909,1.6759779555055159
clean,0.04,44,6,0.07963032673155578,0.13353940182975035,1.676991760688476
clean,0.04,45,6,0.07963032673155578,0.1336135769938576,1.6779232545947778
clean,0.04,46,6,0.07963032673155578,0.13367244280181023,1.678662493153362
clean,0.04,47,6,0.07963032673155578,0.13373075855754862,1.6793948241399594
clean,0.04,48,6,0.07963032673155578,0.13378647646280428,1.6800945312433033
clean,0.04,49,6,0.07963032673155578,0.13384346942359826,1.6808102505318365
clean,0.04,50,6,0.07963032673155578,0.1339013040818977,1.6815365398825561
clean,0.04,51,6,0.07963032673155578,0.1339532138600341,1.6821884244128227
clean,0.04,52,6,0.07963032673155578,0.13400119065643706,1.6827909184420726
clean,0.04,53,6,0.07963032673155578,0.13404008526895694,1.6832793581373031
clean,0.04,54,6,0.07963032673155578,0.13407353285637572,1.6836993939300926
clean,0.04,55,6,0.07963032673155578,0.13409953746115216,1.6840259605265617
clean,0.04,56,6,0.07963032673155578,0.13412648299788277,1.684364343374361
clean,0.04,57,6,0.07963032673155578,0.13414580355283803,1.6846069714753407
clean,0.04,58,6,0.07963032673155578,0.13416475411236967,1.684844953162839
clean,0.04,59,6,0.07963032673155578,0.13417843627846043,1.685016774209573
clean,0.04,60,6,0.07963032673155578,0.13418988977103177,1.6851606075082852
clean,0.04,61,6,0.07963032673155578,0.1341979923566031,1.6852623600177108
clean,0.04,62,6,0.07963032673155578,0.1342075042800397,1.6853818110337624
clean,0.04,63,6,0.07963032673155578,0.13421647781041407,1.6854945008938031
clean,0.04,64,6,0.07963032673155578,0.13422312354738333,1.6855779582553643
clean,0.04,65,6,0.07963032673155578,0.13422755426451038,1.6856335993321865
clean,0.04,66,6,0.07963032673155578,0.1342327166709127,1.685698428984584
clean,0.04,67,6,0.07963032673155578,0.1342358033961713,1.6857371921717428
clean,0.04,68,6,0.07963032673155578,0.1342401003701058,1.6857911536975945
clean,0.04,69,6,0.07963032673155578,0.13424333006647315,1.6858317123201685
clean,0.04,70,6,0.07963032673155578,0.13424886270400171,1.6859011913460076
clean,0.04,71,6,0.07963032673155578,0.13425341616300393,1.685958373818931
clean,0.04,72,6,0.07963032673155578,0.13425870496316428,1.6860247907278831
clean,0.04,73,6,0.07963032673155578,0.1342616868904349,1.686062237858807
clean,0.04,74,6,0.07963032673155578,0.13426826207445855,1.6861448092143887
clean,0.04,75,6,0.07963032673155578,0.1342718894750963,1.6861903622189618
clean,0.04,76,6,0.07963032673155578,0.1342752224567182,1.6862322179008193
clean,0.04,77,6,0.07963032673155578,0.13427909605083702,1.6862808626104144
clean,0.04,78,6,0.07963032673155578,0.13428297367116007,1.6863295578812014
clean,0.04,79,6,0.07963032673155578,0.13428564955134525,1.686363161663768
clean,0.04,80,6,0.07963032673155578,0.13428772588884666,1.6863892363715662
clean,0.04,81,6,0.07963032673155578,0.134292846367048,1.6864535394883748
clean,0.04,82,6,0.07963032673155578,0.13429561384859412,1.6864882936035432
clean,0.04,83,6,0.07963032673155578,0.13429667819428603,1.686501659688245
clean,0.04,84,6,0.07963032673155578,0.1342946674788185,1.6864764090638902
clean,0.04,85,6,0.07963032673155578,0.1342973443024755,1.6865100246946039
clean,0.04,86,6,0.07963032673155578,0.13429837669096134,1.6865229894597658
clean,0.04,87,6,0.07963032673155578,0.13430106192298563,1.6865567106830044
clean,0.04,88,6,0.07963032673155578,0.1343077773525867,1.6866410432466985
clean,0.04,89,6,0.07963032673155578,0.13430750679006673,1.6866376455145646
clean,0.04,90,6,0.07963032673155578,0.13430722847729842,1.6866341504545828
clean,0.04,91,6,0.07963032673155578,0.1343088515314591,1.686654532816772
clean,0.04,92,6,0.07963032673155578,0.13430979363345136,1.686666363761475
clean,0.04,93,6,0.07963032673155578,0.13431209363603205,1.686695247261959
clean,0.04,94,6,0.07963032673155578,0.1343111368768666,1.686683232252041
clean,0.04,95,6,0.07963032673155578,0.13431671536120543,1.6867532870234805
clean,0.04,96,6,0.07963032673155578,0.13431732158989382,1.6867609000612924
clean,0.04,97,6,0.07963032673155578,0.1343206987201917,1.6868033101635298
clean,0.04,98,6,0.07963032673155578,0.13432001038770727,1.6867946660638171
clean,0.04,99,6,0.07963032673155578,0.13431893592649702,1.6867811729481368
clean,0.04,100,6,0.07963032673155578,0.13431990711700598,1.6867933691872936
clean,0.04,101,6,0.07963032673155578,0.13432266814968655,1.6868280423174176
clean,0.04,102,6,0.07963032673155578,0.13432051347054783,1.6868009837930191
clean,0.04,103,6,0.07963032673155578,0.1343210078055536,1.6868071916666527
clean,0.04,104,6,0.07963032673155578,0.1343215506719932,1.6868140089994692
clean,0.04,105,6,0.07963032673155578,0.1343215269100059,1.6868137105957295
clean,0.04,106,6,0.07963032673155578,0.1343210859232257,1.6868081726706912
clean,0.04,107,6,0.07963032673155578,0.13432351453118913,1.686838671201378
clean,0.04,108,6,0.07963032673155578,0.13432334878532495,1.68683658975991
clean,0.04,109,6,0.07963032673155578,0.1343231504890508,1.6868340995494302
clean,0.04,110,6,0.07963032673155578,0.13432315323815705,1.6868341340727877
clean,0.04,111,6,0.07963032673155578,0.13432343239194974,1.6868376396943787
clean,0.04,112,6,0.07963032673155578,0.1343211049637636,1.6868084117823297
clean,0.04,113,6,0.07963032673155578,0.13432102123573314,1.6868073603232452
clean,0.04,114,6,0.07963032673155578,0.13432076273180266,1.6868041140232348
clean,0.04,115,6,0.07963032673155578,0.1343206074054402,1.6868021634301777
clean,0.04,116,6,0.07963032673155578,0.13432068611895734,1.6868031519168558
clean,0.04,117,6,0.07963032673155578,0.13432009621489738,1.6867957438842107
clean,0.04,118,6,0.07963032673155578,0.1343195935600526,1.6867894315297924
clean,0.04,119,6,0.07963032673155578,0.13431985614120304,1.6867927290316516
clean,0.04,120,6,0.07963032673155578,0.13432045234242868,1.6868002161442894
clean,0.04,121,6,0.07963032673155578,0.13432003956168137,1.6867950324314473
clean,0.04,122,6,0.07963032673155578,0.13432284567104782,1.6868302716359267
clean,0.04,123,6,0.07963032673155578,0.13432032395221274,1.6867986038161578
clean,0.04,124,6,0.07963032673155578,0.13432307108561445,1.6868331023987262
clean,0.04,125,6,0.07963032673155578,0.13432121578829398,1.6868098035200625
clean,0.04,126,6,0.07963032673155578,0.13432046484464674,1.686800373147514
clean,0.04,127,6,0.07963032673155578,0.13432252344464218,1.6868262251071873
clean,0.04,128,6,0.07963032673155578,0.13432120077701426,1.6868096150079674
clean,0.04,129,6,0.07963032673155578,0.1343223601216927,1.6868241740927539
clean,0.04,130,6,0.07963032673155578,0.13432094204549166,1.6868063658498489
clean,0.04,131,6,0.07963032673155578,0.13432259025237894,1.686827064080723
clean,0.04,132,6,0.07963032673155578,0.13432146012368743,1.6868128718911652
clean,0.04,133,6,0.07963032673155578,0.13432285151875734,1.6868303450716358
clean,0.04,134,6,0.07963032673155578,0.13432094960953211,1.6868064608392925
clean,0.04,135,6,0.07963032673155578,0.13432263175216694,1.6868275852362888
clean,0.04,136,6,0.07963032673155578,0.13432185993364235,1.6868178927164128
clean,0.04,137,6,0.07963032673155578,0.13432257523053404,1.6868268754359501
clean,0.04,138,6,0.07963032673155578,0.13432210493410024,1.6868209694394145
clean,0.04,139,6,0.07963032673155578,0.13432361558444883,1.6868399402312044
clean,0.04,140,6,0.07963032673155578,0.13432111335647595,1.6868085171782599
clean,0.04,141,6,0.07963032673155578,0.13432079331693803,1.68680449811227
clean,0.04,142,6,0.07963032673155578,0.1343212811348858,1.686810624144497
clean,0.04,143,6,0.07963032673155578,0.1343212933661775,1.68681077774542
clean,0.04,144,6,0.07963032673155578,0.1343200468640473,1.686795124134775
clean,0.04,145,6,0.07963032673155578,0.13431998591859912,1.6867943587800327
clean,0.04,146,6,0.07963032673155578,0.13431997364473475,1.6867942046444806
clean,0.04,147,6,0.07963032673155578,0.13432034339512755,1.6867988479808573
clean,0.04,148,6,0.07963032673155578,0.13432023078231423,1.6867974337858145
clean,0.04,149,6,0.07963032673155578,0.13432022733677218,1.6867973905165954
clean,0.08,0,6,0.07963032673155578,0.08967774703640012,1.1261758015726284
clean,0.08,1,6,0.07963032673155578,0.09104250463543702,1.1433144678955443
clean,0.08,2,6,0.07963032673155578,0.09327565924097521,1.171358489528991
clean,0.08,3,6,0.07963032673155578,0.09555575487020453,1.1999919979273155
clean,0.08,4,6,0.07963032673155578,0.09813177833956123,1.2323417769008567
clean,0.08,5,6,0.07963032673155578,0.10137965682609945,1.2731287310657848
clean,0.08,6,6,0.07963032673155578,0.09989976742437624,1.2545442361570536
clean,0.08,7,6,0.07963032673155578,0.1034245743166269,1.2988088654374688
clean,0.08,8,6,0.07963032673155578,0.1065895179641127,1.3385543214388644
clean,0.08,9,6,0.07963032673155578,0.10934042166412665,1.3731002515251192
clean,0.08,10,6,0.07963032673155578,0.11177360453783612,1.4036562340707144
clean,0.08,11,6,0.07963032673155578,0.11383146279932796,1.4294988790271912
clean,0.08,12,6,0.07963032673155578,0.1156616235168026,1.4524820914864889
clean,0.08,13,6,0.07963032673155578,0.11723819761794611,1.4722807557122224
clean,0.08,14,6,0.07963032673155578,0.11866439670532691,1.490191006064311
clean,0.08,15,6,0.07963032673155578,0.11993969978204069,1.5062062998482109
clean,0.08,16,6,0.07963032673155578,0.12122353135494938,1.5223286947397532
clean,0.08,17,6,0.07963032673155578,0.12240242326600763,1.5371332542517648
clean,0.08,18,6,0.07963032673155578,0.12343981890657921,1.5501608994109863
clean,0.08,19,6,0.07963032673155578,0.12441525991069652,1.5624105164118767
clean,0.08,20,6,0.07963032673155578,0.12534904936707747,1.5741370720434875
clean,0.08,21,6,0.07963032673155578,0.1261686581826204,1.5844297438079267
clean,0.08,22,6,0.07963032673155578,0.12688786038226804,1.593461506318109
clean,0.08,23,6,0.07963032673155578,0.12760147715870368,1.6024231269182772
clean,0.08,24,6,0.07963032673155578,0.12821416443740843,1.6101172718986212
clean,0.08,25,6,0.07963032673155578,0.1288167237032418,1.6176842289935565
clean,0.08,26,6,0.07963032673155578,0.12932705191620056,1.62409294579663
clean,0.08,27,6,0.07963032673155578,0.12980132268497224,1.6300488521483711
clean,0.08,28,6,0.07963032673155578,0.13024247546320283,1.635588861794668
clean,0.08,29,6,0.07963032673155578,0.13063362813234594,1.6405009685911367
clean,0.08,30,6,0.07963032673155578,0.1309938876972143,1.6450251188697464
clean,0.08,31,6,0.07963032673155578,0.13131248039416082,1.6490260153877345
clean,0.08,32,6,0.07963032673155578,0.13160840882785008,1.652742293416919
clean,0.08,33,6,0.07963032673155578,0.13190701157125806,1.6564921555067056
clean,0.08,34,6,0.07963032673155578,0.13216217122501367,1.6596964579908053
clean,0.08,35,6,0.07963032673155578,0.1322972831557929,1.6613931976165852
clean,0.08,36,6,0.07963032673155578,0.13248697589942757,1.6637753647056912
clean,0.08,37,6,0.07963032673155578,0.13268983960381758,1.6663229331097982
clean,0.08,38,6,0.07963032673155578,0.13285175780017225,1.6683563066120883
clean,0.08,39,6,0.07963032673155578,0.13299678648962865,1.6701775811868533
clean,0.08,40,6,0.07963032673155578,0.1331284277459774,1.67183073598041
clean,0.08,41,6,0.07963032673155578,0.13324738959759685,1.6733246624340898
clean,0.08,42,6,0.07963032673155578,0.1333591030440533,1.674727563201194
clean,0.08,43,6,0.07963032673155578,0.13345903925263042,1.6759825650664257
clean,0.08,44,6,0.07963032673155578,0.1335418902399697,1.677023010217663
clean,0.08,45,6,0.07963032673155578,0.13361474077428245,1.6779378693837987
clean,0.08,46,6,0.07963032673155578,0.13367261496565566,1.6786646551920288
clean,0.08,47,6,0.07963032673155578,0.13373133093527054,1.6794020120763324
clean,0.08,48,6,0.07963032673155578,0.13378716162829465,1.680103135571811
clean,0.08,49,6,0.07963032673155578,0.1338450675164666,1.6808303194293777
clean,0.08,50,6,0.07963032673155578,0.1339019814703738,1.6815450465470883
clean,0.08,51,6,0.07963032673155578,0.1339536562801081,1.682193980337207
clean,0.08,52,6,0.07963032673155578,0.13400085116272425,1.6827866550699788
clean,0.08,53,6,0.07963032673155578,0.1340413964855497,1.6832958244340843
clean,0.08,54,6,0.07963032673155578,0.13407343884204825,1.6836982132953857
clean,0.08,55,6,0.07963032673155578,0.13410003081097893,1.6840321560282885
clean,0.08,56,6,0.07963032673155578,0.1341260677631394,1.6843591288441637
clean,0.08,57,6,0.07963032673155578,0.13414519980283757,1.684599389564965
clean,0.08,58,6,0.07963032673155578,0.13416456490752093,1.6848425771227487
clean,0.08,59,6,0.07963032673155578,0.13417853245881592,1.6850179820453237
clean,0.08,60,6,0.07963032673155578,0.13418973285383592,1.6851586369374953
clean,0.08,61,6,0.07963032673155578,0.1341981688054116,1.6852645758670708
clean,0.08,62,6,0.07963032673155578,0.1342080173212578,1.6853882538205645
clean,0.08,63,6,0.07963032673155578,0.1342163928146802,1.6854934335148615
clean,0.08,64,6,0.07963032673155578,0.13422297064555425,1.685576038109669
clean,0.08,65,6,0.07963032673155578,0.13422689608325783,1.685625333872536
clean,0.08,66,6,0.07963032673155578,0.13423267186751697,1.6856978663422144
clean,0.08,67,6,0.07963032673155578,0.13423676381611355,1.685749253153804
